Yr,Month,Day,Hr,Min,Lon,Lat,Mag,Depth
2013,8,30,11,15,-97.465,16.26,3.9,3
2013,8,30,12,50,-98.135,16.4,3.2,2
2013,8,30,18,41,-98.511,16.355,3.8,9.7
2013,8,31,2,12,-99.693,16.72,3.5,11.8
2013,8,31,7,4,-98.065,16.224,3.5,20
2013,8,31,10,5,-98.388,15.975,3.7,4.2
2013,9,1,0,42,-97.593,16.148,3.5,16
2013,9,1,4,8,-98.464,16.565,3.5,15.3
2013,9,1,4,54,-97.305,15.974,3.6,3.1
2013,9,1,16,5,-98.524,16.466,3.5,11.9
2013,9,1,17,16,-99.704,16.651,3.6,13.8
2013,9,1,21,58,-97.063,15.948,3.5,22.7
2013,9,2,1,27,-98.613,16.288,3.6,16.2
2013,9,2,2,10,-97.603,15.991,3.7,10
2013,9,2,8,8,-98.419,16.129,3.7,5
2013,9,2,8,11,-98.382,16.051,3.6,6.2
2013,9,2,16,17,-98.972,16.717,3.8,4.9
2013,9,3,1,27,-99.686,16.623,3.6,17
2013,9,3,6,59,-99.729,16.693,3.8,4.8
2013,9,3,7,5,-99.745,16.655,3.8,7.4
2013,9,3,7,37,-99.613,16.73,3.8,4.6
2013,9,3,12,32,-97.122,15.781,3.4,5
2013,9,3,17,8,-97.449,16.078,3.5,20
2013,9,3,18,12,-97.328,16.095,3.3,32.5
2013,9,3,19,16,-98.853,15.936,3.7,15
2013,9,4,6,47,-97.924,16.359,3.5,13.9
2013,9,4,8,13,-97.373,16.132,3.6,5
2013,9,4,19,10,-96.824,16.39,3.5,20
2013,9,5,3,48,-97.028,16.11,3.6,26.3
2013,9,5,4,24,-96.172,15.624,3.7,4.4
2013,9,5,4,56,-98.258,16.3,3.6,1.8
2013,9,5,18,46,-97.024,16.054,3.9,27.6
2013,9,5,21,23,-96.893,16.115,3.4,13
2013,9,5,21,32,-98.407,16.324,3.7,5
2013,9,6,12,9,-98.361,16.459,3.8,13.8
2013,9,6,16,11,-98.139,16.505,3.7,30.2
2013,9,6,17,38,-97.687,15.976,3.7,16.1
2013,9,7,16,29,-98.193,16.444,3.7,2.7
2013,9,7,19,47,-99.198,16.667,3.8,9.6
2013,9,8,16,33,-99.199,16.773,3.7,4.3
2013,9,8,18,56,-98.045,16.313,3.5,2.8
2013,9,9,4,43,-98.307,16.244,4.6,25.1
2013,9,9,7,3,-98.202,16.365,3.8,5
2013,9,9,9,7,-96.965,15.903,3.7,13.2
2013,9,9,14,47,-98.357,16.133,3.5,3.5
2013,9,9,20,26,-96.967,15.479,3.4,3.8
2013,9,9,22,59,-97.025,15.889,3.5,21.8
2013,9,10,0,7,-98.415,16.12,3.7,5
2013,9,10,5,27,-99.683,16.736,3.7,16.6
2013,9,10,10,2,-97.3,15.942,3.7,7.2
2013,9,10,11,37,-97.353,16.274,3.6,10
2013,9,10,15,18,-95.705,15.75,3.5,12
2013,9,10,19,12,-99.502,16.686,3.7,5.3
2013,9,11,5,54,-98.084,16.087,3.8,12.1
2013,9,11,5,59,-97.958,16.254,3.6,5.1
2013,9,11,6,3,-97.966,16.235,3.7,6.2
2013,9,11,6,20,-97.968,16.237,3.6,6.9
2013,9,11,11,2,-98.47,16.593,3.7,9
2013,9,11,22,59,-97.543,16.228,3.7,5
2013,9,12,3,11,-97.645,16.142,3.8,15.3
2013,9,12,4,45,-96.436,15.435,4.1,18.6
2013,9,13,10,56,-99.584,16.721,3.7,11.4
2013,9,13,14,27,-98.396,15.826,4,7
2013,9,13,22,22,-97.069,15.708,3.5,5
2013,9,14,1,43,-96.477,15.521,3.8,17.1
2013,9,14,5,3,-97.605,16.123,3.5,14.7
2013,9,14,10,27,-97.618,16.044,3.7,15.2
2013,9,16,17,50,-98.225,16.366,3.5,10
2013,9,16,22,15,-98.023,16.188,3.6,5
2013,9,17,3,57,-98.1,16.305,3.5,2.8
2013,9,17,4,50,-98.212,16.306,3.5,5
2013,9,17,4,51,-98.01,16.177,3.4,5
2013,9,17,5,36,-98.066,16.225,3.4,8.1
2013,9,17,13,25,-98.448,16.459,3.2,5
2013,9,17,13,55,-96.385,16.262,3.4,20
2013,9,17,14,47,-98.288,16.288,3.3,14.1
2013,9,17,14,50,-98.253,16.344,3.6,14.4
2013,9,17,21,58,-99.718,16.735,3.6,11.8
2013,9,18,0,28,-97.58,15.947,3.6,18.2
2013,9,18,4,8,-98.206,16.364,3.4,23.4
2013,9,18,4,10,-98.672,15.735,3.6,17.3
2013,9,18,5,25,-97.682,15.939,3.7,16
2013,9,18,6,32,-97.213,16.022,3.5,20.7
2013,9,18,11,20,-98.027,16.286,3.7,7.6
2013,9,18,12,43,-99.444,16.127,4,5
2013,9,18,13,17,-98.26,16.341,3.4,14.2
2013,9,18,13,46,-98.656,16.503,3.7,9.6
2013,9,18,17,29,-97.977,16.239,3.6,5
2013,9,18,18,1,-98.046,16.172,3.5,15
2013,9,18,19,41,-99.709,16.616,3.6,12.6
2013,9,18,20,24,-97.771,16.316,3.5,3
2013,9,18,21,31,-98.009,16.261,3.6,5
2013,9,19,1,9,-98.206,16.075,3.4,5
2013,9,19,10,12,-98.425,16.612,3.6,9.5
2013,9,19,11,13,-98.771,15.982,3.7,8.1
2013,9,19,13,16,-98.483,16.324,3.6,16.1
2013,9,19,13,50,-98.258,16.468,3.5,30.9
2013,9,19,18,18,-96.196,15.68,3.7,5
2013,9,19,20,16,-98.393,16.169,3.9,3.5
2013,9,20,20,0,-98.509,16.133,3.6,20
2013,9,20,22,32,-98.019,16.199,3.7,5
2013,9,20,23,7,-98.41,16.412,3.6,20
2013,9,20,23,25,-98.053,16.307,3.7,12.5
2013,9,21,18,14,-97.124,15.838,3.7,5
2013,9,24,0,8,-96.438,15.364,4,3.1
2013,9,25,12,9,-99.676,16.678,3.6,11.5
2013,9,25,14,32,-96.309,15.851,3.7,20.3
2013,9,25,20,18,-98.118,16.306,3.6,20
2013,9,26,4,6,-98.592,16.131,3.8,9.2
2013,9,26,15,0,-97.352,15.708,3.7,5
2013,9,26,23,17,-98.271,16.218,3.7,1.4
2013,9,29,4,58,-98.21,16.046,3.8,29.7
2013,9,29,5,42,-98.411,15.812,3.8,18.4
2013,9,29,5,48,-98.364,15.897,3.9,16.1
2013,9,29,9,14,-99.415,16.649,3.8,15.8
2013,9,29,19,48,-99.497,16.7,4.2,6.8
2013,9,29,23,52,-96.617,15.93,3.8,36.5
2013,9,30,5,57,-95.866,15.631,3.6,5
2013,9,30,18,10,-99.541,16.419,4.2,16.1
2013,10,1,1,10,-98.083,16.329,3.9,20
2013,10,1,1,33,-98.088,16.338,3.5,24.1
2013,10,1,6,1,-98.689,15.957,3.9,14.2
2013,10,1,6,59,-97.566,16.125,3.9,2
2013,10,1,15,58,-97.949,16.349,3.3,27.9
2013,10,1,18,1,-96.473,15.586,4,10.6
2013,10,1,18,23,-96.452,15.452,4,20
2013,10,3,5,47,-97.484,16.014,3.8,7
2013,10,3,6,12,-97.62,16.006,3.9,1
2013,10,4,1,34,-99.683,16.742,4.1,10.1
2013,10,4,8,27,-98.558,16.496,4.1,26.1
2013,10,4,20,18,-97.502,15.976,3.8,8.3
2013,10,5,1,47,-98.722,15.899,3.7,10.9
2013,10,5,4,38,-97.888,15.705,4,20
2013,10,6,6,38,-98.356,15.875,4.1,12.9
2013,10,6,6,43,-98.386,15.902,3.7,10.4
2013,10,6,18,9,-96.156,15.659,3.6,23.3
2013,10,6,19,17,-96.167,15.702,3.6,28.5
2013,10,6,20,36,-98.038,16.295,3.9,20
2013,10,8,6,2,-97.748,15.929,3.7,16.8
2013,10,8,18,57,-98.094,16.259,3.9,20
2013,10,8,21,4,-98.61,16.456,3.9,15
2013,10,9,12,43,-99.048,16.608,3.8,12.8
2013,10,9,15,7,-97.517,16.253,4,2
2013,10,10,6,33,-97.842,16.341,3.8,2.8
2013,10,10,10,53,-95.918,15.63,4,8.2
2013,10,10,16,27,-96.982,16.093,4,27.9
2013,10,10,16,59,-98.431,15.903,4,11.2
2013,10,10,22,6,-98.797,16.889,3.9,35
2013,10,12,22,26,-98.232,16.338,3.6,16.1
2013,10,12,22,45,-96.933,16.042,3.7,16.1
2013,10,13,4,47,-98.067,16.251,3.7,16
2013,10,13,7,13,-98.048,16.28,3.7,9.5
2013,10,13,9,14,-98.067,16.458,3.6,15.3
2013,10,13,12,1,-96.461,15.717,3.8,38.1
2013,10,13,16,36,-96.588,16.087,2.9,20
2013,10,14,16,3,-97.675,16.357,3.7,7.4
2013,10,14,23,40,-98.174,16.417,3.7,3.1
2013,10,16,17,23,-97.155,16.345,3.2,39
2013,10,16,19,15,-97.011,16.114,3.4,21
2013,10,16,20,4,-97.761,16.483,3.4,8.7
2013,10,16,22,11,-96.692,15.807,3.7,39
2013,10,17,9,21,-97.831,16.351,3.7,2.5
2013,10,17,9,47,-98.407,16.63,3.5,6.5
2013,10,18,0,7,-97.215,15.896,3.7,12.6
2013,10,18,12,53,-96.005,15.716,3.4,9.3
2013,10,18,12,54,-96.032,15.849,2.4,20
2013,10,18,13,6,-96.066,15.634,3.5,10.7
2013,10,18,13,7,-96.072,15.901,2.4,10
2013,10,18,16,41,-96.028,15.648,4,3.5
2013,10,18,17,24,-95.997,15.734,4,5
2013,10,18,17,27,-95.996,15.676,3.8,5
2013,10,18,21,56,-97.185,15.824,3.6,23.1
2013,10,19,1,44,-96.717,16.011,4.1,26.3
2013,10,20,7,40,-96.237,15.692,3.7,28.8
2013,10,20,13,17,-98.383,16.361,4.4,2.1
2013,10,20,13,36,-98.445,16.43,4.1,5
2013,10,20,13,44,-98.338,16.392,3.6,10.3
2013,10,20,20,37,-98.195,16.281,3.7,28.6
2013,10,22,19,45,-97.798,16.346,4,3.3
2013,10,23,22,53,-98.895,16.033,3.8,16.1
2013,10,24,0,43,-99.49,16.71,3.9,1.4
2013,10,25,5,34,-98.064,16.451,3.6,7
2013,10,25,6,59,-97.48,16.187,3.6,2
2013,10,25,14,32,-99.727,16.709,4.1,10.5
2013,10,26,5,45,-97.362,16.179,3.3,6.7
2013,10,26,10,42,-97.33,16.2,3.7,3
2013,10,26,23,47,-96.971,16.377,3.2,20
2013,10,27,5,4,-99.689,16.761,3.8,20
2013,10,27,5,50,-99.016,16.487,3.7,2
2013,10,27,12,8,-96.703,15.7,3.4,10.4
2013,10,27,14,41,-98.245,16.275,4.1,17.7
2013,10,28,0,48,-98.552,16.388,3.9,0
2013,10,28,2,1,-98.501,16.438,3.9,27.8
2013,10,28,4,10,-96.431,16.092,4.1,22.7
2013,10,28,4,16,-97.147,15.994,3.5,24.2
2013,10,28,5,44,-96.957,16.091,3.6,29.1
2013,10,28,7,4,-97.018,15.924,3.5,39.3
2013,10,28,19,36,-98.584,15.812,4.3,5
2013,10,28,21,12,-98.402,15.931,3.7,8.8
2013,10,29,13,7,-97.665,16.04,3.4,31.2
2013,10,29,22,38,-95.904,15.726,4.2,38.5
2013,10,30,1,51,-97.169,16.051,3.7,13.1
2013,10,30,10,10,-96.226,15.821,3.3,37.1
2013,10,30,17,15,-97.314,16.107,4,39.2
2013,10,31,2,8,-99.675,16.705,3.6,16.1
2013,10,31,6,11,-99.693,16.659,3.7,3.6
2013,10,31,16,18,-98.111,16.272,3.3,8.8
2013,10,31,17,8,-97.539,15.928,3.7,20.1
2013,11,1,5,15,-96.567,15.892,4.2,10.7
2013,11,1,10,4,-96.609,16.03,3.7,37.9
2013,11,1,18,2,-96.365,15.7,3.6,11.8
2013,11,1,19,47,-98.918,16.507,3.7,15.6
2013,11,1,23,14,-99.489,16.779,3.8,3.5
2013,11,2,4,11,-99.412,16.678,3.4,16.3
2013,11,2,4,18,-98.465,16.439,3.5,5
2013,11,3,2,33,-96.123,15.364,3.4,15
2013,11,3,10,35,-99.717,16.691,3.7,11
2013,11,3,11,36,-97.149,16.132,3.5,35.4
2013,11,3,20,12,-96.707,15.939,3.7,5
2013,11,3,21,34,-98.232,16.674,3.6,13.3
2013,11,4,11,58,-99.535,16.759,3.8,3.5
2013,11,4,12,16,-97.665,16.077,3.6,12.7
2013,11,4,14,0,-99.766,16.21,3.8,5
2013,11,5,17,17,-97.035,16.113,3.6,30.5
2013,11,6,1,8,-97.971,16.272,3.5,5.4
2013,11,6,5,46,-98,16.267,3.7,2.9
2013,11,6,5,54,-97.994,16.254,3.5,1.4
2013,11,6,6,13,-98.118,16.273,3.6,12.3
2013,11,6,9,13,-98.36,16.015,4,5
2013,11,6,9,51,-98.37,16.036,3.7,3.7
2013,11,6,9,54,-98.389,16.005,3.8,5
2013,11,6,18,33,-98.624,16.455,3.6,5
2013,11,7,4,4,-97.986,16.255,3.6,5
2013,11,8,1,46,-98.195,16.31,3.6,12.7
2013,11,9,0,25,-99.539,16.695,3.7,9.8
2013,11,9,9,18,-98.555,16.311,3.8,2.3
2013,11,10,3,13,-96.542,15.991,4,26.6
2013,11,10,8,17,-98.177,16.328,3.8,10.3
2013,11,10,10,45,-98.293,16.34,3.8,9.6
2013,11,10,12,44,-98.365,16.445,3.7,4.3
2013,11,10,15,19,-96.531,15.651,3.8,17
2013,11,11,0,33,-98.224,16.326,3.9,13.4
2013,11,11,2,27,-98.204,16.311,3.6,16.2
2013,11,11,9,14,-97.105,16.013,3.7,14.6
2013,11,11,15,46,-98.348,16.496,3.5,1.4
2013,11,11,15,49,-98.314,16.424,3.7,9.6
2013,11,11,18,1,-95.799,15.653,3.5,5
2013,11,11,18,21,-97.587,15.979,3.7,17.7
2013,11,11,18,43,-98.249,16.345,3.7,13.1
2013,11,11,19,28,-96.042,15.814,3.6,32.6
2013,11,11,20,3,-98.558,16.47,3.7,18.4
2013,11,11,21,1,-95.937,15.632,3.5,5
2013,11,12,4,50,-98.084,16.345,3.7,13.4
2013,11,12,6,8,-98.048,16.258,3.7,6.7
2013,11,12,10,33,-98.668,16.262,3.7,1.4
2013,11,12,11,57,-98.314,15.973,3.8,5
2013,11,13,6,46,-97.04,16.07,3.7,26.6
2013,11,13,9,7,-96.316,15.636,4,19.7
2013,11,13,12,6,-97.964,16.401,3.5,2.3
2013,11,13,17,2,-97.883,16.275,3.6,5
2013,11,13,18,6,-98.118,16.181,3.5,11.7
2013,11,13,20,24,-98.081,16.335,3.6,20.4
2013,11,13,21,2,-98.248,16.336,3.6,13.2
2013,11,13,21,48,-98.088,16.243,3.4,10.3
2013,11,14,4,20,-98.333,16.43,3.6,12.9
2013,11,14,5,49,-95.78,15.563,4.1,23.9
2013,11,14,9,53,-99.727,16.22,3.7,5
2013,11,14,10,4,-98.042,16.258,3.7,5
2013,11,14,10,22,-98.04,16.264,3.7,3.7
2013,11,14,13,22,-98.595,15.897,3.7,5
2013,11,14,17,22,-98.453,16.302,3.5,5
2013,11,15,18,22,-99.661,16.767,3.2,10.6
2013,11,15,20,18,-97.064,15.879,3.4,40
2013,11,15,22,13,-97.313,16.173,3.3,12.2
2013,11,15,23,59,-96.518,16.055,3.6,11.1
2013,11,16,0,20,-98.104,16.227,3.3,10.5
2013,11,16,8,24,-98.603,16.111,4,5
2013,11,16,10,45,-99.676,16.666,3.7,15
2013,11,17,0,8,-98.214,16.293,3.5,13
2013,11,17,13,36,-98.445,16.343,3.7,4.3
2013,11,17,20,39,-98.041,16.268,3.4,5.2
2013,11,17,21,36,-97.007,15.835,3.5,4.9
2013,11,18,4,16,-98.448,16.324,3.6,6
2013,11,18,4,20,-98.427,16.288,3.4,5.7
2013,11,18,9,50,-98.447,16.343,3.6,5
2013,11,18,11,27,-96.917,15.902,3.7,26.3
2013,11,18,15,22,-98.84,16.483,3.8,2.3
2013,11,18,21,3,-97.124,15.723,3.6,3
2013,11,18,21,32,-98.044,16.285,3.5,5
2013,11,18,21,36,-98.049,16.292,3.5,5
2013,11,18,22,11,-97.994,16.269,3.4,6.1
2013,11,18,23,10,-98.174,16.144,3.6,4.3
2013,11,18,23,16,-97.844,16.327,3.6,1.1
2013,11,19,1,35,-97.893,16.3,4,7.4
2013,11,19,2,11,-97.768,16.373,3.7,5
2013,11,19,3,18,-98.245,16.208,3.6,9.8
2013,11,19,15,2,-98.04,16.252,3.5,5
2013,11,19,18,15,-98.077,16.231,3.5,7.8
2013,11,20,9,29,-96.816,15.941,3.7,7.3
2013,11,20,10,49,-98.413,16.391,3.8,5
2013,11,20,14,4,-98.587,16.158,3.8,3.5
2013,11,20,19,1,-97.109,16.038,3.6,22.6
2013,11,20,22,17,-96.157,16.176,3.5,16
2013,11,21,0,36,-97.154,16.138,3.5,28
2013,11,21,1,4,-97.94,16.375,3.7,5
2013,11,21,3,26,-96.47,15.748,3.7,36.9
2013,11,21,6,16,-98.415,15.989,3.8,5
2013,11,21,7,55,-96.83,15.957,3.7,5.7
2013,11,21,9,55,-98.408,16.579,3.5,3.6
2013,11,21,10,35,-98.067,16.277,3.7,15.1
2013,11,21,13,37,-98.069,16.227,3.7,5
2013,11,21,13,43,-98.121,16.198,3.6,5
2013,11,21,15,34,-95.695,15.727,3.6,5
2013,11,21,19,45,-98.03,16.198,3.4,5
2013,11,21,19,46,-98.016,16.217,3.4,5
2013,11,21,20,45,-98.088,16.221,3.6,5
2013,11,21,20,53,-98.1,16.19,3.6,5
2013,11,21,21,51,-96.253,16.246,3.6,5
2013,11,22,1,59,-97.943,16.335,3.5,5
2013,11,22,3,29,-98.419,16.418,3.6,7.9
2013,11,22,5,14,-97.843,16.354,3.7,3.8
2013,11,22,6,14,-96.05,15.386,3.8,5
2013,11,22,7,9,-98.385,15.97,3.7,5
2013,11,22,17,59,-98.4,16.317,3.6,5
2013,11,22,19,35,-97.947,16.245,3.5,5
2013,11,22,19,39,-96.286,15.627,3.3,9
2013,11,22,19,41,-98.409,16.588,3.5,5
2013,11,22,21,47,-98.736,16.893,3.5,16.1
2013,11,23,2,22,-98.11,16.195,3.5,5
2013,11,23,3,43,-97.191,15.897,3.1,8
2013,11,23,5,31,-99.386,16.336,3.7,13.4
2013,11,23,7,7,-98.038,16.288,3.5,6.1
2013,11,23,8,38,-98.107,16.18,3.5,3.2
2013,11,23,10,17,-98.719,16.022,3.9,12.9
2013,11,23,14,20,-98.412,16.09,3.6,5.2
2013,11,23,20,39,-97.222,15.993,3.3,32.7
2013,11,23,21,8,-98.114,16.239,3.5,22.2
2013,11,24,8,15,-97.614,16.133,3.8,13.8
2013,11,24,12,3,-98.982,16.273,4.1,15
2013,11,24,13,36,-98.232,16.221,3.6,3
2013,11,24,16,17,-98.101,16.215,3.6,5
2013,11,24,17,29,-98.43,16.25,3.5,4.5
2013,11,24,20,44,-96.884,15.964,3.5,5.2
2013,11,25,3,55,-98.251,16.308,3.7,8.2
2013,11,25,8,47,-98.272,15.934,3.7,5.2
2013,11,25,14,12,-97.67,16.05,3.4,14.2
2013,11,25,20,4,-98.177,16.342,3.5,15.5
2013,11,25,20,56,-95.736,15.723,3.6,5
2013,11,26,0,25,-98.173,16.415,3.7,5
2013,11,26,1,36,-98.259,16.238,3.5,10.2
2013,11,26,3,41,-98.433,16.573,3.6,1.9
2013,11,26,3,46,-98.44,16.525,3.6,11.5
2013,11,26,12,9,-98.308,16.276,3.5,14.1
2013,11,26,15,58,-97.678,16.055,3.7,10.1
2013,11,26,22,4,-97.003,16.081,3.4,31.3
2013,11,27,3,24,-98.085,16.216,3.4,5.2
2013,11,27,3,49,-98.104,16.248,3.3,2.4
2013,11,27,3,55,-98.177,16.243,3.5,5
2013,11,27,5,17,-97.707,16.11,3.7,10
2013,11,27,5,35,-98.532,16.502,3.5,16.1
2013,11,27,15,5,-98.543,16.43,3.4,16
2013,11,27,16,47,-97.554,16.013,3.6,16
2013,11,28,0,55,-95.871,15.664,3.6,5
2013,11,28,14,58,-98.569,16.55,3.6,12.3
2013,11,29,7,17,-98.154,15.897,3.7,5
2013,11,30,4,40,-98.499,16.309,3.9,5
2013,11,30,7,22,-97.996,16.346,3.6,7.2
2013,11,30,8,46,-98.172,16.288,3.9,12.3
2013,12,1,2,40,-98.01,16.291,3.7,1.2
2013,12,1,10,31,-98.067,16.305,3.6,10
2013,12,1,16,36,-99.427,16.595,3.6,2.6
2013,12,2,0,34,-98.498,16.813,3.5,6.3
2013,12,2,9,5,-98.225,16.322,3.8,11.2
2013,12,2,20,0,-96.115,15.733,3.2,29.8
2013,12,2,23,4,-98.2,16.27,3.7,20
2013,12,3,1,8,-98.617,16.43,3.6,16.5
2013,12,3,1,19,-95.862,15.57,4.1,3
2013,12,3,6,19,-98.281,16.229,3.7,2
2013,12,3,9,15,-98.386,15.941,3.7,1
2013,12,3,10,43,-98.39,16.387,3.8,1
2013,12,3,11,10,-98.013,16.247,3.7,1
2013,12,3,15,45,-98.483,16.488,3.5,12
2013,12,3,17,21,-98.242,16.257,3.4,11.4
2013,12,3,20,44,-98.253,16.046,3.5,1
2013,12,4,4,59,-98.18,16.096,3.7,1
2013,12,4,5,23,-98.222,16.433,3.5,22.1
2013,12,4,7,25,-98.461,15.794,4.9,13.3
2013,12,4,14,28,-98.279,16.326,3.4,14
2013,12,4,14,43,-98.261,16.261,3.4,11.1
2013,12,4,17,0,-98.558,16.436,3.6,20
2013,12,4,23,1,-97.859,16.028,3.4,28.4
2013,12,5,10,0,-98.21,16.394,3.1,19.7
2013,12,5,13,39,-98.013,16.234,3.3,1
2013,12,5,15,57,-99.662,16.748,3.4,13.1
2013,12,5,23,1,-98.394,16.209,3.3,5
2013,12,6,2,17,-96.377,15.685,3.1,33.1
2013,12,6,2,56,-97.071,16.072,3.3,31.3
2013,12,6,10,58,-98.393,16.246,3.3,1
2013,12,6,22,12,-98.563,16.042,4.2,5
2013,12,7,5,32,-98.604,16.125,4.5,15
2013,12,7,6,2,-98.504,15.936,4,5.9
2013,12,7,9,38,-98.994,15.938,3.9,25.7
2013,12,7,15,12,-97.072,16.087,3.1,34.3
2013,12,7,21,58,-95.871,15.934,3,20
2013,12,8,1,3,-98.082,16.274,3.6,10
2013,12,8,5,2,-97.565,16.157,3.2,20
2013,12,8,5,56,-98.31,16.381,3,9.5
2013,12,8,6,36,-98.667,16.086,3.4,10
2013,12,8,7,3,-98.658,15.945,3.5,10
2013,12,8,7,25,-98.476,16.503,3.2,4.8
2013,12,8,8,6,-97.431,15.924,3.3,10
2013,12,8,8,46,-97.268,16.243,2.9,5
2013,12,8,9,14,-98.245,16.317,3,15.2
2013,12,8,9,36,-98.698,16.111,3.5,10
2013,12,8,11,11,-98.144,16.375,3.4,20
2013,12,8,11,49,-98.207,16.337,3.2,24
2013,12,8,13,54,-98.305,16.52,3,6.1
2013,12,8,15,29,-97.057,15.829,3,1
2013,12,8,18,14,-96.89,16.094,2.7,22.5
2013,12,8,18,17,-98.511,16.461,3.5,20
2013,12,8,18,25,-97.188,15.849,3.4,15.3
2013,12,8,20,47,-98.433,16.593,3.2,1
2013,12,8,21,59,-97.509,16.068,3.6,20
2013,12,8,22,7,-98.136,16.3,3.2,28.4
2013,12,8,23,1,-98.713,15.993,3.5,7
2013,12,9,1,58,-98.251,16.265,3.7,11.4
2013,12,9,4,4,-98.737,16.098,3.8,8.7
2013,12,9,4,54,-98.5,16.571,3.6,3
2013,12,9,5,45,-98.564,16.276,3.5,3
2013,12,9,9,39,-98.217,16.251,3.3,21
2013,12,9,14,42,-98.792,16.07,3.6,16.1
2013,12,9,19,42,-98.085,16.207,2.9,1.2
2013,12,10,0,22,-98.41,16.524,3.4,2
2013,12,10,1,21,-98.314,16.111,3.2,2
2013,12,10,2,12,-97.989,15.609,3.8,16
2013,12,10,2,15,-98.093,16.255,3,23.1
2013,12,10,5,5,-97.323,16.008,3.5,2
2013,12,10,6,24,-99.687,16.766,3.4,24.3
2013,12,10,17,1,-98.347,16.391,3.4,11.3
2013,12,10,19,38,-98.759,16.013,4.2,14.1
2013,12,10,19,43,-98.639,16.073,4.1,4
2013,12,10,20,24,-98.753,16.158,3.4,2.4
2013,12,10,22,13,-98.707,15.915,3.7,15.6
2013,12,11,4,10,-98.901,16.615,3.7,16.1
2013,12,11,4,28,-97.898,16.276,3.5,4.6
2013,12,11,5,13,-98.595,15.992,3.7,9.8
2013,12,11,13,53,-98.079,16.248,3.3,10.8
2013,12,11,19,59,-98.272,16.327,3.4,14.5
2013,12,11,23,30,-98.014,16.25,3.4,5
2013,12,11,23,51,-98.028,16.369,3.3,12.1
2013,12,12,2,38,-97.314,15.894,3.2,3.4
2013,12,12,9,7,-98.045,16.305,3.3,10
2013,12,12,9,41,-98.02,16.292,3.4,7.8
2013,12,12,13,13,-98.083,15.948,3.8,10
2013,12,13,6,59,-98.629,16.468,3.9,1.9
2013,12,13,8,43,-98.666,16.425,3,20
2013,12,13,8,43,-98.638,16.47,3.6,20
2013,12,13,12,8,-97.992,16.289,3,25
2013,12,13,12,41,-98.002,16.289,3,27
2013,12,13,13,45,-98.482,16.503,3.9,24.4
2013,12,13,21,20,-98.641,16.601,3.6,33.4
2013,12,13,22,24,-99.691,16.752,3.9,16.1
2013,12,13,23,23,-99.231,16.395,3.7,14.6
2013,12,14,4,34,-99.308,16.927,3.6,5.9
2013,12,14,9,41,-99.66,16.719,3.4,8.8
2013,12,15,0,53,-98.082,16.26,3.9,13.7
2013,12,15,2,1,-95.927,15.621,3.8,5
2013,12,15,15,2,-98.325,15.813,4.2,5
2013,12,15,17,39,-98.593,16.005,3.9,1.7
2013,12,15,17,42,-98.31,15.91,3.6,3
2013,12,15,20,28,-98.247,15.868,3.9,3
2013,12,16,5,50,-98.585,16.119,3.9,2.5
2013,12,16,7,59,-98.034,16.261,3.8,3
2013,12,16,19,31,-98.025,16.285,4.1,3
2013,12,16,23,15,-98.475,16.433,3.6,35
2013,12,16,23,16,-97.604,16.04,3.2,32.2
2013,12,17,3,42,-97.23,15.818,3.3,20.8
2013,12,17,3,47,-98.19,16.374,3.2,26
2013,12,17,8,18,-98.117,16.468,3.4,36.9
2013,12,17,19,40,-98.552,16.425,3.6,16.5
2013,12,17,22,13,-97.367,15.872,3.6,10.7
2013,12,18,1,30,-98.082,16.282,3.4,8.6
2013,12,18,5,55,-98.075,16.299,3.5,10
2013,12,18,18,30,-97.906,16.101,3.4,4.8
2013,12,18,20,13,-98.597,16.47,3.4,16.5
2013,12,19,7,46,-98.466,16.369,3.4,5
2013,12,19,12,16,-98.606,16.126,3.6,1.3
2013,12,19,14,43,-96.92,16.072,3.3,35.2
2013,12,19,21,26,-98.417,16.286,3.4,3.5
2013,12,20,8,17,-96.325,15.455,3.7,9.2
2013,12,20,11,17,-98.386,15.899,4,11.6
2013,12,20,14,47,-98.29,16.398,3.8,13.9
2013,12,20,17,4,-98.199,16.284,3.6,16
2013,12,20,21,50,-98.222,16.503,3.6,5
2013,12,20,22,12,-98.416,16.562,3.5,10
2013,12,20,22,44,-98.308,16.396,3.4,9.6
2013,12,20,22,47,-98.21,16.327,3.6,12.5
2013,12,21,16,7,-98.029,16.309,3.6,1
2013,12,21,22,53,-98.225,16.512,3.5,20
2013,12,22,3,6,-98.481,16.061,3.5,4
2013,12,22,3,9,-98.401,15.972,3.7,12.9
2013,12,22,3,27,-98.605,16.363,3.7,1
2013,12,22,4,34,-98.362,15.914,3.8,2
2013,12,22,6,51,-98.288,16.517,3.3,3.5
2013,12,22,7,18,-96.993,16.023,3.5,32.6
2013,12,23,8,20,-98.287,16.213,3.3,1
2013,12,23,8,39,-97.18,16.083,3.3,32.2
2013,12,23,22,55,-97.071,16.077,3.4,25
2013,12,24,8,3,-98.262,16.28,3.2,9.6
2013,12,24,12,29,-98.244,16.305,3,15.2
2013,12,24,23,27,-97.131,15.898,3.6,34
2013,12,25,2,55,-98.313,16.412,3.2,13.9
2013,12,25,4,13,-98.441,16.451,3.5,27.7
2013,12,25,4,26,-98.466,16.139,3.4,10
2013,12,25,8,44,-96.156,15.62,3.8,4.6
